,Reference,Imine_SMILES,pro_nucleophile_SMILES,Reaction,Catalyst,Catalyst_Type,Co-Catalyst,Additive,Solvent,Temp,Time,eq_imine,eq_nu,eq_catalyst(mol%),ee,yield,rxn_type
615,"Tetrahedron, 2006, 62, 11499–11505",COC(=O)/N=C/c1cccc(F)c1,COC(=O)CC(=O)OC,COC(=O)/N=C/c1cccc(F)c1_COC(=O)CC(=O)OC,CC[C@H]1C[N@@]2CC[C@H]1CC2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,-35,48h,1,1,10,90,98,Scope
616,"Tetrahedron, 2006, 62, 11499–11505",COC(=O)/N=C/C/C=C/c1ccccc1,COC(=O)CC(=O)OC,COC(=O)/N=C/C/C=C/c1ccccc1_COC(=O)CC(=O)OC,CC[C@H]1C[N@@]2CC[C@H]1CC2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,-35,48h,1,1,10,90,97,Scope
617,"Tetrahedron, 2006, 62, 11499–11505",COC(=O)/N=C/c1ccco1,COC(=O)CC(=O)OC,COC(=O)/N=C/c1ccco1_COC(=O)CC(=O)OC,CC[C@H]1C[N@@]2CC[C@H]1CC2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,-50,48h,1,1,10,94,65,Scope
618,"Tetrahedron, 2006, 62, 11499–11505",COC(=O)/N=C/C/C=C/c1ccco1,COC(=O)CC(=O)OC,COC(=O)/N=C/C/C=C/c1ccco1_COC(=O)CC(=O)OC,CC[C@H]1C[N@@]2CC[C@H]1CC2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,-50,48h,1,1,10,90,96,Scope
619,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1ccc(C(C)(C)C)cc1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,25,16h,1,3,10,57,98,Optimization
620,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1ccccc1C(C)C)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,25,16h,1,3,10,43,98,Optimization
621,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1ccccc1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,25,16h,1,3,10,62,98,Optimization
622,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,25,16h,1,3,10,77,98,Optimization
623,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,25,16h,1,3,10,74,98,Optimization
624,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccccc12,(Thio)Urea,,,DCM,25,16h,1,3,10,65,98,Optimization
625,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,CC[C@]12C[N@@]3CC[C@H]1CC3[C@H](c1ccnc3ccc(NC(=S)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc13)O2,(Thio)Urea,,,DCM,25,16h,1,3,10,72,98,Optimization
626,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,CH3CN,25,16h,1,3,10,83,98,Optimization
627,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,25,16h,1,3,10,77,98,Optimization
628,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,-20,16h,1,3,10,80,98,Optimization
629,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,CH3CN,-20,16h,1,3,10,74,98,Optimization
630,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-20,16h,1,3,10,85,98,Optimization
631,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,COC(=O)CC(=O)OC,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,16h,1,3,20,93,98,Optimization
632,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccccc1/C=N/C(=O)OC(C)(C)C,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Cc1ccccc1/C=N/C(=O)OC(C)(C)C_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,99,98,Scope
633,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1cccc(/C=N/C(=O)OC(C)(C)C)c1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Cc1cccc(/C=N/C(=O)OC(C)(C)C)c1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,98,99,Scope
634,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,97,92,Scope
635,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccc(F)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccc(F)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,99,99,Scope
636,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccc(Cl)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccc(Cl)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,99,98,Scope
637,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccc(C(F)(F)F)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccc(C(F)(F)F)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,97,81,Scope
638,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccco1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccco1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,97,99,Scope
639,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1cccs1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1cccs1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,97,95,Scope
640,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",COc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,COc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,97,98,Scope
641,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",COc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,COc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,60h,1,1.5,5,96,91,Scope
642,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccc2c(c1)OCO2,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccc2c(c1)OCO2_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,98,99,Scope
643,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",C=Cc1cccc(/C=N/C(=O)OC(C)(C)C)c1,C=CCOC(=O)CC(=O)OCC=C,C=Cc1cccc(/C=N/C(=O)OC(C)(C)C)c1_C=CCOC(=O)CC(=O)OCC=C,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,96,96,Scope
644,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC/C=N/C(=O)OC(C)(C)C,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC/C=N/C(=O)OC(C)(C)C_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,0,16-24h,1.5,1,100,89,63,Scope
645,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CCCC/C=N/C(=O)OC(C)(C)C,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CCCC/C=N/C(=O)OC(C)(C)C_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,0,16-24h,1.5,1,100,92,64,Scope
646,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/C1CCCCC1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/C1CCCCC1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,0,16-24h,1.5,1,100,88,55,Scope
647,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccccc1,COC(=O)CC(=O)OC,CC(C)(C)OC(=O)/N=C/c1ccccc1_COC(=O)CC(=O)OC,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,97,90,Scope
648,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccccc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccccc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,96,99,Scope
649,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccccc1,C=CCOC(=O)CC(=O)OCC=C,CC(C)(C)OC(=O)/N=C/c1ccccc1_C=CCOC(=O)CC(=O)OCC=C,C=C[C@@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,98,91,Scope
650,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccccc1/C=N/C(=O)OC(C)(C)C,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Cc1ccccc1/C=N/C(=O)OC(C)(C)C_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,95,96,Scope
651,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1cccc(/C=N/C(=O)OC(C)(C)C)c1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Cc1cccc(/C=N/C(=O)OC(C)(C)C)c1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,97,99,Scope
652,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Cc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,92,96,Scope
653,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccc(F)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccc(F)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,94,98,Scope
654,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccc(Cl)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccc(Cl)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,91,97,Scope
655,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccc(C(F)(F)F)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccc(C(F)(F)F)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,93,82,Scope
656,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccco1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccco1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,96,99,Scope
657,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1cccs1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1cccs1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,88,96,Scope
658,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",COc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,COc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,93,97,Scope
659,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccc2c(c1)OCO2,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccc2c(c1)OCO2_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,94,99,Scope
660,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",C=Cc1cccc(/C=N/C(=O)OC(C)(C)C)c1,C=CCOC(=O)CC(=O)OCC=C,C=Cc1cccc(/C=N/C(=O)OC(C)(C)C)c1_C=CCOC(=O)CC(=O)OCC=C,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,95,99,Scope
661,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccccc1,COC(=O)CC(=O)OC,CC(C)(C)OC(=O)/N=C/c1ccccc1_COC(=O)CC(=O)OC,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,93,91,Scope
662,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccccc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccccc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,94,99,Scope
663,"J. AM. CHEM. SOC. 2006, 128, 6048-6049",CC(C)(C)OC(=O)/N=C/c1ccccc1,C=CCOC(=O)CC(=O)OCC=C,CC(C)(C)OC(=O)/N=C/c1ccccc1_C=CCOC(=O)CC(=O)OCC=C,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Acetone,-60,36h,1,1.5,20,92,86,Scope
664,"Chem. Commun., 2006, 1191–1193",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC(=O)CC(C)=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC(=O)CC(C)=O,C=C[C@H]1C[N@]2CC[C@H]1CC2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccccc12,(Thio)Urea,,,Toluene,25,72h,1,4,10,37,99,Optimization
665,"Chem. Commun., 2006, 1191–1193",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC(=O)CC(C)=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC(=O)CC(C)=O,C=C[C@H]1C[N@]2CC[C@H]1CC2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccccc12,(Thio)Urea,,,Toluene,-78,72h,1,4,10,82,99,Optimization
666,"Chem. Commun., 2006, 1191–1193",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC(=O)CC(C)=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC(=O)CC(C)=O,C=C[C@H]1C[N@]2CC[C@H]1CC2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccccc12,(Thio)Urea,,,DCM,-78,72h,1,4,10,64,94,Optimization
667,"Chem. Commun., 2006, 1191–1193",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC(=O)CC(C)=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC(=O)CC(C)=O,C=C[C@H]1C[N@]2CC[C@H]1CC2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccccc12,(Thio)Urea,,,Et2O,-78,72h,1,4,10,76,87,Optimization
